"","pvalues","AMPLIFIED_DELETERIOUS/(AMPLIFIED_DELETERIOUS+AMPLIFIED_WT)","NON_AMPLIFIED_DELETERIOUS/(NON_AMPLIFIED_DELETERIOUS+NON_AMPLIFIED_WT)","tp_flags","Mutational_Freq"
"DEPDC1B",1,0,0,"FALSE",0
"DAPK2",1,0,0,"FALSE",0.0384615384615385
"NSMAF",1,0,0,"FALSE",0
"ADSS",1,0,0,"FALSE",0
"STAP1",1,0,0,"FALSE",0
"TIMP2",1,0,0,"FALSE",0
"RFC1",1,0,0.0869565217391304,"FALSE",0.153846153846154
"TBC1D23",1,0,0,"FALSE",0
"CUL3",1,0,0,"FALSE",0
"MYOM2",1,0,0,"FALSE",0.111111111111111
"OTC",1,0,0,"FALSE",0
"CYP46A1",1,0,0,"FALSE",0
"ZZZ3",1,0,0,"FALSE",0
"SLC18A1",1,0,0,"FALSE",0
"USP2",1,0,0,"FALSE",0
"CASR",1,0,0,"FALSE",0.0769230769230769
"TUBG2",1,0,0.130434782608696,"FALSE",0.12
"RPL26L1",1,0,0,"FALSE",0.0384615384615385
"FLT4",1,0,0,"FALSE",0.0769230769230769
"NSUN2",1,0,0,"FALSE",0
"FBXO42",1,0,0,"FALSE",0
"MFAP3",1,0,0,"FALSE",0.0740740740740741
"MRI1",1,0,0,"FALSE",0.137931034482759
"METTL1",1,0,0,"FALSE",0
"HOXC8",1,0,0,"FALSE",0
"AGA",1,0,0,"FALSE",0.111111111111111
"PI4K2B",1,0,0,"FALSE",0
"BOD1L1",1,0,0,"FALSE",0
"MAT2B",1,0,0,"FALSE",0
"TLL1",1,0,0,"FALSE",0
"EDC4",1,0,0.0416666666666667,"FALSE",0.0769230769230769
"TRIO",1,0,0,"FALSE",0
"VCAN",1,0,0,"FALSE",0.142857142857143
"CLEC16A",1,0,0,"FALSE",0
"MSR1",1,0,0,"FALSE",0.12
"MTREX",1,0,0,"FALSE",0
"DNAH5",1,0,0,"TRUE",0.28125
"ZFYVE16",1,0,0.0476190476190476,"FALSE",0.16
"RIPOR1",1,0,0,"FALSE",0
"C6",1,0,0,"FALSE",0
"RAI14",1,0,0.0416666666666667,"FALSE",0.111111111111111
"SOX30",1,0,0,"FALSE",0
"PNKP",1,0,0,"FALSE",0.0769230769230769
"BEST2",1,0,0.0454545454545455,"FALSE",0.08
"PHLPP2",1,0,0,"FALSE",0
"SPDL1",1,0,0,"FALSE",0
"STAU2",1,0,0,"FALSE",0
"PQLC2",1,0,0,"FALSE",0
"CTNS",1,0,0,"FALSE",0
"RTN4R",1,0,0,"FALSE",0.0384615384615385
"PHF23",1,0,0,"FALSE",0
"CDH10",1,0,0,"FALSE",0.115384615384615
"INPP4A",1,0,0,"FALSE",0
"RAB27B",1,0,0,"FALSE",0
"PSMA4",1,0,0,"FALSE",0
"MYO16",1,0,0,"FALSE",0.148148148148148
"LSG1",1,0,0,"FALSE",0
"PARP3",1,0,0,"FALSE",0
"TNC",1,0,0,"FALSE",0
"THAP3",1,0,0,"FALSE",0
"RIPOR3",1,0,0,"FALSE",0
"TDP1",1,0,0,"FALSE",0.0384615384615385
"AIFM2",1,0,0,"FALSE",0
"C2orf83",1,0,0,"FALSE",0
"SPATA7",1,0,0,"FALSE",0
"MED17",1,0,0,"FALSE",0
"RETSAT",1,0,0,"FALSE",0.0740740740740741
"CAPG",1,0,0,"FALSE",0.0384615384615385
"AP2S1",1,0,0,"FALSE",0
"USH2A",1,0,0,"TRUE",0.405405405405405
"ZPBP",1,0,0,"FALSE",0.0740740740740741
"TG",1,0,0,"FALSE",0
"ADAM28",1,0,0,"FALSE",0
"BARX2",1,0,0,"FALSE",0
"DCUN1D1",1,0,0,"FALSE",0.0384615384615385
"JADE2",1,0,0,"FALSE",0
"ZIC2",1,0,0,"FALSE",0.04
"LCP2",1,0,0,"FALSE",0.0384615384615385
"TRIT1",1,0,0,"FALSE",0.0384615384615385
"ADRB1",1,0,0,"FALSE",0
"GUCA2B",1,0,0,"FALSE",0
"CUL7",1,0,0,"FALSE",0.0740740740740741
"CTNNA1",1,0,0.0434782608695652,"FALSE",0.115384615384615
"PHKA2",1,0,0,"FALSE",0.0769230769230769
"CNTLN",1,0,0,"FALSE",0.142857142857143
"EPHA3",1,0,0,"FALSE",0
"HSPA5",1,0,0,"FALSE",0
"DSG2",1,0,0,"FALSE",0.0384615384615385
"GEMIN8",1,0,0,"FALSE",0
"OFD1",1,0,0,"FALSE",0
"GPM6B",1,0,0,"FALSE",0
"MAGEC2",1,0,0,"FALSE",0.0740740740740741
"WDR37",1,0,0,"FALSE",0
"YTHDC2",1,0,0,"FALSE",0
"CTPS2",1,0,0.0416666666666667,"FALSE",0.0769230769230769
"ATP6V1H",1,0,0,"FALSE",0
"POLR2B",1,0,0.0833333333333333,"FALSE",0.142857142857143
"FAM214A",1,0,0,"FALSE",0
"ARAP2",1,0,0,"FALSE",0.04
"CP",1,0,0,"FALSE",0
"KIAA0556",1,0,0,"FALSE",0.153846153846154
"DTNBP1",1,0,0,"FALSE",0
"XK",1,0,0,"FALSE",0.04
"ANO2",1,0,0.0909090909090909,"TRUE",0.241379310344828
"C12orf4",1,0,0,"FALSE",0.0384615384615385
"SCML1",1,0,0.0416666666666667,"FALSE",0.0769230769230769
"WWC3",1,0,0,"FALSE",0
"ARHGAP6",1,0,0,"FALSE",0.04
"FAM184B",1,0,0,"FALSE",0
"MAP4",1,0,0,"FALSE",0.0384615384615385
"GOPC",1,0,0,"FALSE",0
"ROS1",1,NA,0,"TRUE",0.241379310344828
"USP28",1,0,0.0869565217391304,"FALSE",0.115384615384615
"HDAC9",1,0,0,"FALSE",0
"TSPAN17",1,0,0,"FALSE",0
"NOP16",1,0,0,"FALSE",0
"CC2D2A",1,0,0,"FALSE",0
"RRM2B",1,0,0,"FALSE",0
"ZNF800",1,0,0,"FALSE",0
"TNFRSF17",1,0,0,"FALSE",0
"SNX29",1,0,0,"FALSE",0
"LMO3",1,0,0,"FALSE",0
"MRPS10",1,0,0,"FALSE",0.0384615384615385
"GUCA1A",1,0,0,"FALSE",0
"RSF1",1,0,0.0476190476190476,"FALSE",0.192307692307692
"VPS13D",1,0,0.125,"FALSE",0.115384615384615
"CELF2",1,0,0,"FALSE",0.0740740740740741
"FAM120A",1,0,0,"FALSE",0
"R3HDM1",1,0,0,"FALSE",0.0740740740740741
"COL9A2",1,0,0,"FALSE",0
"KITLG",1,0,0,"FALSE",0.0384615384615385
"ERCC8",1,0,0,"FALSE",0
"ADAMTS6",1,0,0,"FALSE",0
"H6PD",1,0,0,"FALSE",0
"VAMP3",1,0,0,"FALSE",0
"PER3",1,0,0,"FALSE",0
"UTS2",1,0,0,"FALSE",0
"TNFRSF9",1,0,0,"FALSE",0
"EPN3",1,0,0,"FALSE",0
"LTBP1",1,0,0.0476190476190476,"FALSE",0.153846153846154
"RCN1",1,0,0,"FALSE",0.0384615384615385
"ELN",1,0,0,"FALSE",0
"RFC2",1,0,0,"FALSE",0.0384615384615385
"ARID1B",1,0,0.0833333333333333,"FALSE",0.172413793103448
"CLPTM1L",1,0,0,"FALSE",0
"NEDD4L",1,0,0,"FALSE",0
"FOXP3",1,0,0,"FALSE",0
"PPP1R3F",1,0,0,"FALSE",0.0769230769230769
"HEXB",1,0,0,"FALSE",0
"PTCD2",1,0,0,"FALSE",0
"NEXMIF",1,0,0,"FALSE",0
"JKAMP",1,0,0,"FALSE",0
"DKK3",1,0,0,"FALSE",0
"ARHGEF5",1,0,0,"TRUE",0.275862068965517
"NFE2L3",1,0,0.0434782608695652,"FALSE",0.148148148148148
"MCUR1",1,0,0,"FALSE",0.0740740740740741
"LIMA1",1,0,0,"FALSE",0
"LETMD1",1,0,0,"FALSE",0.04
"SLC4A8",1,0,0,"FALSE",0.0384615384615385
"LAMC3",1,0,0,"FALSE",0.142857142857143
"PTGER3",1,0,0,"FALSE",0.04
"TNIP3",1,0,0,"FALSE",0
"MAPK9",1,0,0,"FALSE",0
"COL23A1",1,0,0,"FALSE",0
"BCAR1",1,0,0,"FALSE",0.0384615384615385
"FAM160A2",1,0,0,"FALSE",0
"HERPUD1",1,0,0,"FALSE",0.0384615384615385
"HOMER3",1,0,0.0833333333333333,"FALSE",0.04
"RAD51",1,0,0,"FALSE",0
"POLQ",1,0,0,"TRUE",0.214285714285714
"PIK3CB",1,0,0,"FALSE",0
"CYBA",1,0,0,"FALSE",0
"THOC3",1,0,0,"FALSE",0
"HEBP2",1,0,0,"FALSE",0
"MPHOSPH9",1,0,0,"FALSE",0.0384615384615385
"PLEKHA5",1,0,0,"FALSE",0
"PRSS8",1,0,0,"FALSE",0
"SIKE1",1,0,0,"FALSE",0
"RRP12",1,0,0,"FALSE",0.111111111111111
"FNIP2",1,0,0,"FALSE",0.0769230769230769
"MSMO1",1,0,0,"FALSE",0
"TTC17",1,0,0,"FALSE",0.137931034482759
"ALX4",1,0,0,"FALSE",0
"FSTL4",1,0,0,"FALSE",0
"FOXN3",1,0,0,"FALSE",0.0384615384615385
"METTL24",1,0,0,"FALSE",0.115384615384615
"AKR7A2",1,0,0,"FALSE",0
"MRTO4",1,0,0,"FALSE",0
"NNAT",1,0,0,"FALSE",0
"USE1",1,0,0,"FALSE",0.0384615384615385
"MCF2L2",1,0,0,"FALSE",0.0740740740740741
"NRIP2",1,0,0,"FALSE",0
"LAMA3",1,0,0.0909090909090909,"TRUE",0.323529411764706
"AP5M1",1,0,0,"FALSE",0
"ANAPC4",1,0,0,"FALSE",0
"KCNQ1",1,0,0,"FALSE",0
"TRAPPC3",1,0,0,"FALSE",0
"THRAP3",1,0,0,"FALSE",0
"PHPT1",1,0,0,"FALSE",0
"ENTPD2",1,0,0,"FALSE",0.111111111111111
"LY75",1,0,0,"FALSE",0
"ARID4B",1,0,0.130434782608696,"FALSE",0.185185185185185
"OPN3",1,0,0,"FALSE",0
"SDCCAG8",1,0,0,"FALSE",0.04
"PTPRN",1,0,0,"FALSE",0
"HHAT",1,0,0,"FALSE",0.0740740740740741
"KIF1B",1,0,0,"FALSE",0.0769230769230769
"FOXC1",1,0,0,"FALSE",0.0384615384615385
"TBC1D22A",1,0,0,"FALSE",0.0384615384615385
"SYNE2",1,0,0,"FALSE",0
"PLEKHH1",1,0,0,"FALSE",0
"ATP9A",1,0,0,"FALSE",0
"SPO11",1,0,0,"FALSE",0
"CBLN4",1,0,0,"FALSE",0.0769230769230769
"CHRDL2",1,0,0,"FALSE",0
"FAM168A",1,0,0,"FALSE",0
"RELT",1,0,0,"FALSE",0
"GALC",1,0,0,"FALSE",0
"NOP58",1,0,0,"FALSE",0
"SZRD1",1,0,0,"FALSE",0
"KCNH2",1,0,0,"FALSE",0
"CUL1",1,0,0,"FALSE",0.0384615384615385
"FAM114A2",1,0,0,"FALSE",0
"CYFIP2",1,0,0.130434782608696,"FALSE",0.12
"TAB2",1,0,0,"FALSE",0
"GINM1",1,0,0,"FALSE",0
"EIF2AK2",1,0,0,"FALSE",0
"USP36",1,0,0,"FALSE",0.0384615384615385
"KMT2C",1,0,0.2,"TRUE",0.470588235294118
"MCOLN3",1,0,0,"FALSE",0.0384615384615385
"CCDC85A",1,0,0,"FALSE",0.0740740740740741
"PUM2",1,0,0.0909090909090909,"FALSE",0.178571428571429
"MRPL43",1,0,0,"FALSE",0
"ITIH4",1,0,0,"FALSE",0
"ITIH1",1,0,0,"FALSE",0.0384615384615385
"HPF1",1,0,0,"FALSE",0
"ZFR",1,0,0,"FALSE",0.0384615384615385
"ZNF280C",1,0,0,"FALSE",0.0384615384615385
"NPFFR2",1,0,0,"FALSE",0
"PHF21B",1,0,0,"FALSE",0
"TRAF1",1,0,0.0416666666666667,"FALSE",0.04
"RC3H2",1,NA,0,"FALSE",0.172413793103448
"IL17RB",1,0,0,"FALSE",0.0740740740740741
"TRAF3IP2",1,0,0,"FALSE",0.111111111111111
"GYG2",1,0,0,"FALSE",0.0740740740740741
"DCBLD2",1,0,0,"FALSE",0
"SERPINB3",1,0,0,"FALSE",0
"SOAT1",1,0,0,"FALSE",0
"PKP2",1,0,0,"FALSE",0
"MSH4",1,0,0,"FALSE",0.0740740740740741
"F7",1,0,0.0416666666666667,"FALSE",0.04
"GDI2",1,0,0,"FALSE",0
"PRDM1",1,0,0,"FALSE",0.111111111111111
"ATG5",1,0,0,"FALSE",0
"TMCC3",1,0,0,"FALSE",0
"PITHD1",1,0,0,"FALSE",0
"MTA3",1,0,0,"FALSE",0.107142857142857
"USP13",1,0,0,"FALSE",0.0740740740740741
"ATP11B",1,0,0,"FALSE",0
"LAMC2",1,0,0,"TRUE",0.214285714285714
"CDK14",1,0,0.0833333333333333,"FALSE",0.0769230769230769
"SEC61A1",1,0,0,"FALSE",0
"PPP1R12A",1,0,0,"FALSE",0.04
"RASGRF1",1,0,0,"FALSE",0.111111111111111
"CAMK2B",1,0,0,"FALSE",0.08
"CROCC",1,0,0,"FALSE",0
"POLR3E",1,0,0,"FALSE",0.0769230769230769
"ATP2B4",1,0,0,"FALSE",0
"ZC3H11A",1,0,0.0416666666666667,"FALSE",0.142857142857143
"RIOK2",1,0,0,"FALSE",0.04
"YIPF1",1,0,0,"FALSE",0
"NDC1",1,0,0,"FALSE",0
"DGKG",1,0,0,"FALSE",0.0769230769230769
"FLYWCH1",1,0,0,"FALSE",0
"UNKL",1,0,0,"FALSE",0.0740740740740741
"TBXAS1",1,0,0,"FALSE",0.0769230769230769
"PARP12",1,0,0,"FALSE",0
"ALDH18A1",1,0,0,"FALSE",0
"TARBP1",1,0,0,"FALSE",0
"GATB",1,0,0,"FALSE",0
"MXD1",1,0,0,"FALSE",0
"CDK17",1,0,0,"FALSE",0
"DNAJC25",1,0,0,"FALSE",0
"SLC2A3",1,0,0,"FALSE",0.0769230769230769
"PSD",1,0,0,"FALSE",0.166666666666667
"CTDP1",1,0,0,"FALSE",0.0740740740740741
"YBX3",1,0,0,"FALSE",0.0384615384615385
"STYK1",1,0,0,"FALSE",0
"WNK1",1,0,0,"FALSE",0
"RPS17P5",1,0,0,"FALSE",0
"CCAR1",1,0,0.0869565217391304,"FALSE",0.148148148148148
"OGFR",1,0,0,"FALSE",0
"GNA15",1,0,0,"FALSE",0
"CREB3L3",1,0,0,"FALSE",0
"PIGV",1,0,0,"FALSE",0
"PTPRU",1,0,0,"FALSE",0
"SNRNP40",1,0,0,"FALSE",0
"RIMBP2",1,0,0.0416666666666667,"FALSE",0.0769230769230769
"COL11A1",1,0,0,"TRUE",0.233333333333333
"QSER1",1,0,0,"FALSE",0.137931034482759
"MPC1",1,0,0,"FALSE",0
"ACAA1",1,0,0,"FALSE",0.0384615384615385
"BCAT1",1,0,0,"FALSE",0
"HDAC7",1,0,0,"FALSE",0
"LZTS1",1,0,0,"FALSE",0
"PRDM6",1,0,0,"FALSE",0
"WNT8A",1,0,0,"FALSE",0
"SPAG4",1,0,0,"FALSE",0
"NCKAP1",1,0,0,"FALSE",0
"MRPS35",1,0,0,"FALSE",0
"GUCY1B1",1,0,0,"FALSE",0
"SFSWAP",1,0,0,"FALSE",0
"TNK2",1,0,0,"FALSE",0
"MON2",1,0,0,"FALSE",0.0769230769230769
"CDH3",1,0,0,"FALSE",0.0769230769230769
"ARSF",1,0,0,"FALSE",0
"GPBP1",1,0,0,"FALSE",0
"DGAT2",1,0,0,"FALSE",0.0384615384615385
"ZNF112",1,0,0,"FALSE",0.0769230769230769
"CS",1,0,0,"FALSE",0
"LTK",1,0,0,"FALSE",0.04
"MRPS24",1,0,0,"FALSE",0
"ELMO2",1,0,0,"FALSE",0
"WAPL",1,0,0,"FALSE",0
"VMP1",1,0,0,"FALSE",0
"APPBP2",1,0,0,"FALSE",0.04
"POLD1",1,0,0.0434782608695652,"FALSE",0.148148148148148
"SEZ6",1,0,0,"FALSE",0
"EIF4B",1,0,0,"FALSE",0
"SLC6A16",1,0,0,"FALSE",0
"BICRA",1,0,0,"FALSE",0
"SPHK2",1,0,0,"FALSE",0
"RPL18",1,0,0,"FALSE",0
"CA11",1,0,0,"FALSE",0
"ISOC2",1,0,0.0416666666666667,"FALSE",0.04
"U2AF2",1,0,0,"FALSE",0.04
"EPN1",1,0,0,"FALSE",0
"MED29",1,0,0,"FALSE",0
"AHRR",1,0,0,"TRUE",0.233333333333333
"GSC2",1,0,0,"FALSE",0
"ZNF275",1,0,0,"FALSE",0.0384615384615385
"MTMR1",1,0,0,"FALSE",0.0769230769230769
"GPC1",1,0,0,"FALSE",0
"ADCK1",1,0,0,"FALSE",0.04
"HAGH",1,0,0,"FALSE",0
"RNF4",1,0,0,"FALSE",0
"CASP8",1,0,0,"FALSE",0
"LIMCH1",1,0,0,"FALSE",0
"INTS13",1,0,0,"FALSE",0
"TM7SF3",1,0,0,"FALSE",0
"DLX3",1,0,0,"FALSE",0.04
"SPA17",1,0,0,"FALSE",0
"TSPAN32",1,0,0,"FALSE",0.0384615384615385
"WISP2",1,0,0,"FALSE",0
"DMRT3",1,0,0,"FALSE",0.0740740740740741
"ST3GAL6",1,0,0,"FALSE",0
"ATP2C2",1,0,0,"FALSE",0
"NGFR",1,0,0,"FALSE",0.0384615384615385
"CDON",1,0,0,"FALSE",0
"TAF2",1,0,0,"FALSE",0
"HIPK2",1,0,0,"FALSE",0.107142857142857
"TNPO3",1,0,0,"FALSE",0.0740740740740741
"BORCS8.MEF2B",1,0,0,"FALSE",0
"RFXANK",1,0,0,"FALSE",0
"TMEM161A",1,0,0.0416666666666667,"FALSE",0.111111111111111
"LPAR2",1,0,0,"FALSE",0
"CTSA",1,0,0,"FALSE",0.0384615384615385
"SUGP2",1,0,0,"FALSE",0
"SLC12A2",1,0,0,"FALSE",0
"SNX24",1,0,0,"FALSE",0
"EYA2",1,0,0,"FALSE",0.04
"CNN2",1,0,0,"FALSE",0
"ABCA7",1,0,0,"TRUE",0.225806451612903
"SNCAIP",1,0,0,"FALSE",0
"DDX20",1,0,0,"FALSE",0.107142857142857
"BTBD1",1,0,0,"FALSE",0
"FAR2",1,0,0,"FALSE",0
"BCAS1",1,0,0,"FALSE",0.0769230769230769
"POU1F1",1,0,0,"FALSE",0.04
"CHI3L2",1,0,0,"FALSE",0.04
"SBNO2",1,0,0,"FALSE",0.0769230769230769
"PMS1",1,0,0,"FALSE",0.0769230769230769
"HMG20B",1,0,0,"FALSE",0.0769230769230769
"CALCRL",1,0,0,"FALSE",0
"TAF11",1,0,0,"FALSE",0
"ANKS1A",1,0,0,"FALSE",0.107142857142857
"AP3D1",1,0,0,"FALSE",0
"ZNF76",1,0,0,"FALSE",0
"SLC9A3R2",1,0,0,"FALSE",0
"NTHL1",1,0,0,"FALSE",0
"UHRF1BP1",1,0,0.0416666666666667,"FALSE",0.0769230769230769
"GNAI3",1,0,0,"FALSE",0.111111111111111
"IPO5",1,NA,0,"FALSE",0.0769230769230769
"OAT",1,0,0,"FALSE",0
"WDR3",1,0,0,"FALSE",0.0769230769230769
"PKN2",1,0,0,"FALSE",0
"WDR18",1,0,0,"FALSE",0
"TRAM2",1,0,0,"FALSE",0
"NTN1",1,0,0,"FALSE",0
"GLP2R",1,0,0,"FALSE",0.0740740740740741
"MCM10",1,0,0,"FALSE",0.0740740740740741
"DGKA",1,0,0,"FALSE",0.0769230769230769
"ERBB3",1,0,0,"FALSE",0
"ROPN1",1,0,0.0416666666666667,"FALSE",0.04
"ANKRD44",1,0,0.0416666666666667,"FALSE",0.04
"KARS",1,NA,0,"FALSE",0.115384615384615
"ADAT1",1,0,0,"FALSE",0
"PDIA5",1,0,0,"FALSE",0
"TBC1D22B",1,0,0,"FALSE",0.0384615384615385
"NDUFB4",1,0,0,"FALSE",0
"SPEN",1,0,0,"FALSE",0
"MYLK",1,0,0,"FALSE",0.08
"ZC3H15",1,0,0.0416666666666667,"FALSE",0.0769230769230769
"MAP2K4",1,0,0.0476190476190476,"FALSE",0.153846153846154
"TMEM206",1,0,0.0833333333333333,"FALSE",0.111111111111111
"SNAP91",1,0,0,"FALSE",0
"SLK",1,0,0,"FALSE",0.0740740740740741
"CYB5R4",1,0,0,"FALSE",0.153846153846154
"COL17A1",1,0,0,"FALSE",0.178571428571429
"GSTO2",1,0,0,"FALSE",0
"SEC61A2",1,0,0,"FALSE",0.04
"PRKCQ",1,NA,0,"FALSE",0.148148148148148
"TLE2",1,0,0,"FALSE",0
"ASB1",1,0,0,"FALSE",0.0384615384615385
"FAM107B",1,0,0,"FALSE",0
"ME1",1,0,0,"FALSE",0.08
"TBC1D1",1,0,0,"FALSE",0
"CDK13",1,0,0,"FALSE",0.0384615384615385
"MTHFD2",1,0,0,"FALSE",0
"SLC9A7",1,0,0,"FALSE",0
"FOXJ2",1,0,0,"FALSE",0
"YBX1",1,0,0,"FALSE",0.0769230769230769
"PDE4A",1,0,0,"FALSE",0
"PPP2R5A",1,0,0,"FALSE",0
"CTNNA2",1,0,0,"FALSE",0.148148148148148
"ELAVL1",1,0,0,"FALSE",0
"TIE1",1,0,0,"FALSE",0
"DIP2B",1,0,0,"FALSE",0
"SMARCD1",1,0,0,"FALSE",0
"KDM4A",1,0,0,"FALSE",0
"NFYC",1,0,0,"FALSE",0.107142857142857
"ZMYND12",1,NA,0,"FALSE",0.111111111111111
"SLC9A3",1,0,0,"FALSE",0.0769230769230769
"NGEF",1,0,0,"FALSE",0.0769230769230769
"ASPM",1,0,0,"FALSE",0
"CD84",1,0,0,"FALSE",0.0384615384615385
"ELOVL1",1,0,0,"FALSE",0
"SPI1",1,0,0,"FALSE",0
"ZNRD1",1,0,0,"FALSE",0
"MPPED2",1,0,0,"FALSE",0.0384615384615385
"CLDN18",1,0,0,"FALSE",0
"ZBTB11",1,0,0,"FALSE",0.0769230769230769
"ATXN3",1,0,0,"FALSE",0
"GOLGA5",1,0,0,"FALSE",0
"FGFR2",1,0,0,"FALSE",0
"LRRC40",1,0,0,"FALSE",0
"ISOC1",1,0,0,"FALSE",0.111111111111111
"EML1",1,0,0,"FALSE",0.0384615384615385
"TRMT11",1,0,0.0869565217391304,"FALSE",0.08
"THUMPD1",1,0,0,"FALSE",0
"MSANTD3",1,0,0,"FALSE",0
"KIF26A",1,0,0,"TRUE",0.28125
"ATG2B",1,0,0,"FALSE",0
"ARFGEF1",1,0,0.0416666666666667,"FALSE",0.111111111111111
"ACSM2B",1,0,0,"FALSE",0
"ZFAT",1,0,0,"FALSE",0.137931034482759
"MTFR1",1,0,0,"FALSE",0.0384615384615385
"STAG3",1,0,0,"FALSE",0
"FECH",1,0,0,"FALSE",0
"MYO9A",1,0,0,"TRUE",0.258064516129032
"DDX3Y",1,0,0,"FALSE",0
"PFKP",1,0,0,"FALSE",0.148148148148148
"IDI1",1,0,0,"FALSE",0
"SP100",1,0,0,"FALSE",0
"KLF6",1,0,0,"FALSE",0.0384615384615385
"PLPP1",1,0,0,"FALSE",0
"NEO1",1,0,0,"FALSE",0.0384615384615385
"TRAM1",1,0,0,"FALSE",0.107142857142857
"PHKA1",1,0,0,"FALSE",0.0384615384615385
"TNFRSF1A",1,0,0,"FALSE",0
"CACNB1",1,0,0,"FALSE",0
"EVI5",1,0,0,"FALSE",0.142857142857143
"STOML1",1,0,0,"FALSE",0
"PKM",1,0,0,"FALSE",0
"DHX29",1,0,0,"FALSE",0.0384615384615385
"DNTTIP2",1,0,0,"FALSE",0.0769230769230769
"METTL22",1,0,0,"FALSE",0.04
"TP53BP1",1,0,0,"TRUE",0.206896551724138
"TRO",1,0,0,"FALSE",0.0740740740740741
"RRP15",1,0,0,"FALSE",0
"RHOA",1,0,0,"FALSE",0.148148148148148
"DHX8",1,0,0.0416666666666667,"FALSE",0.0769230769230769
"PMS2P4",1,0,0,"FALSE",0
"PRKCZ",1,0,0,"FALSE",0.0384615384615385
"ZFY",1,0,0,"FALSE",0
"IARS2",1,0,0,"FALSE",0.0769230769230769
"SYT1",1,0,0,"FALSE",0
"NAV3",1,0,0,"FALSE",0
"IDH3G",1,0,0,"FALSE",0
"ROGDI",1,0,0,"FALSE",0
"PDZD4",1,0,0,"FALSE",0
"ATP2B3",1,0,0,"FALSE",0
"ROCK1",1,0,0,"FALSE",0.08
"CBFB",1,0,0,"FALSE",0.0384615384615385
"PDK3",1,0,0,"FALSE",0
"HYAL2",1,0,0,"FALSE",0
"HDAC4",1,NA,0,"FALSE",0.148148148148148
"RASSF1",1,0,0,"FALSE",0
"FGFR3",1,0,0,"FALSE",0
"IFI35",1,0,0,"FALSE",0
"HEATR6",1,0,0,"FALSE",0
"COASY",1,0,0,"FALSE",0
"PLEKHH3",1,0,0,"FALSE",0
"MEF2A",1,0,0,"FALSE",0.0740740740740741
"OTUD5",1,0,0,"FALSE",0
"TFE3",1,0,0,"FALSE",0
"TBC1D25",1,0,0,"FALSE",0.111111111111111
"ACSL4",1,0,0,"FALSE",0
"INPP5A",1,0,0,"FALSE",0
"GPKOW",1,0,0,"FALSE",0
"GRIPAP1",1,0,0,"FALSE",0
"FTSJ1",1,0,0,"FALSE",0.0384615384615385
"PRR11",1,0,0,"FALSE",0.04
"REEP1",1,0,0,"FALSE",0
"ATP11A",1,0,0,"FALSE",0
"POLR1A",1,0,0,"FALSE",0.111111111111111
"LAPTM4A",1,0,0.0416666666666667,"FALSE",0.04
"TTC7A",1,0,0.0454545454545455,"TRUE",0.214285714285714
"IP6K2",1,0,0,"FALSE",0
"STON1.GTF2A1L",1,0,0,"FALSE",0
"SRBD1",1,0,0,"FALSE",0
"KIF2A",1,0,0,"FALSE",0.04
"RASGRP2",1,0,0,"FALSE",0.111111111111111
"PSME4",1,0,0,"FALSE",0
"IFT80",1,0,0,"FALSE",0
"SIRT2",1,0,0,"FALSE",0.04
"ERLEC1",1,0,0,"FALSE",0
"PPP2R5B",1,0,0,"FALSE",0
"PYGM",1,0,0,"FALSE",0.142857142857143
"PAGE1",1,0,0,"FALSE",0
"PITX1",1,0,0,"FALSE",0
"TRPC7",1,0,0,"FALSE",0.0740740740740741
"MAST4",1,0,0,"FALSE",0
"ADGRF5",1,0,0,"FALSE",0
"SDK2",1,0,0,"FALSE",0.137931034482759
"ADAM7",1,0,0,"FALSE",0
"NUP133",1,0,0,"FALSE",0
"NUCKS1",1,0,0,"FALSE",0
"VPS35",1,0,0,"FALSE",0
"DNAJA2",1,0,0,"FALSE",0
"BCL3",1,0,0,"FALSE",0
"KCNAB2",1,0,0,"FALSE",0
"ABCC9",1,0,0,"FALSE",0.0740740740740741
"GAL",1,0,0,"FALSE",0
"CLEC2D",1,0,0,"FALSE",0
"FUNDC1",1,0,0,"FALSE",0
"MAOB",1,0,0,"FALSE",0
"RORA",1,0,0,"FALSE",0
"DRD4",1,0,0,"FALSE",0.0769230769230769
"TGFBR3",1,0,0,"FALSE",0
"PLA2G10",1,0,0,"FALSE",0
"HES2",1,0,0,"FALSE",0.0384615384615385
"ATP1B3",1,0,0,"FALSE",0
"NEDD4",1,0,0,"FALSE",0
"PIGB",1,0,0,"FALSE",0
"MAPK6",1,0,0,"FALSE",0
"GNB5",1,0,0,"FALSE",0
"RAB27A",1,0,0,"FALSE",0
"HDHD5",1,0,0,"FALSE",0
"UFD1",1,0,0,"FALSE",0
"LRP6",1,0,0,"FALSE",0.0740740740740741
"GUCY2C",1,0,0.0434782608695652,"FALSE",0.115384615384615
"SCT",1,0,0,"FALSE",0
"PHRF1",1,0,0,"FALSE",0
"ELP1",1,0,0,"FALSE",0
"NUCB2",1,0,0,"FALSE",0
"PFN2",1,0,0,"FALSE",0
"PTPN3",1,0,0,"FALSE",0
"SPTB",1,0,0,"FALSE",0
"DAPP1",1,0,0,"FALSE",0
"FGF10",1,0,0,"FALSE",0
"SLC44A1",1,0,0,"FALSE",0.0384615384615385
"TMEM260",1,0,0,"FALSE",0.0740740740740741
"SMG6",1,0,0,"FALSE",0
